Timestamp,Raw Reading
2017-08-21 12:45:27,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:45:29,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:45:31,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:45:32,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:45:34,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:45:36,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:45:38,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:45:39,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:45:41,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:45:43,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:45:45,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:47,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:48,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:50,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:52,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:54,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:45:55,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:45:57,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:45:59,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:46:01,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:46:02,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:46:04,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:46:06,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:46:08,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:10,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:11,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:13,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:15,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:17,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:18,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:20,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:22,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:24,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:26,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:27,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:29,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:46:31,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:33,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:34,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:36,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:38,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:46:40,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:46:42,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:43,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:45,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:47,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:49,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:50,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:52,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:54,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:56,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:58,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:46:59,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:01,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:03,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:05,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:06,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:08,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:10,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:12,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:14,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:15,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:17,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:19,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:21,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:22,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:47:24,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:26,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:28,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:30,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:31,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:33,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:35,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:37,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:38,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:40,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:42,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:44,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:46,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:47:47,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:47:49,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:47:51,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:47:53,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:47:54,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:47:56,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:47:58,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:48:00,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:48:02,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:48:03,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:48:05,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:48:07,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:48:09,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:48:10,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:12,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:14,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:16,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:18,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:19,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:21,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:23,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:25,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:26,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:28,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:30,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:32,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:34,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:35,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:37,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:39,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:41,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:42,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:48:44,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:46,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:48,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:50,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:51,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:53,36.13 Degrees C: 97.02 Degrees F:
2017-08-21 12:48:55,36.13 Degrees C: 97.02 Degrees F:
2017-08-21 12:48:57,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:48:58,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:00,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:02,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:04,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:06,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:07,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:09,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:11,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:13,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:14,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:16,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:18,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:20,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:22,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:23,36.06 Degrees C: 96.91 Degrees F:
2017-08-21 12:49:25,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:49:27,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:49:29,36.00 Degrees C: 96.80 Degrees F:
2017-08-21 12:49:30,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:49:32,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:49:34,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:49:36,35.94 Degrees C: 96.69 Degrees F:
2017-08-21 12:49:38,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:49:39,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:49:41,35.88 Degrees C: 96.57 Degrees F:
2017-08-21 12:49:43,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:49:45,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:49:46,35.81 Degrees C: 96.46 Degrees F:
2017-08-21 12:49:48,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:49:50,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:49:52,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:49:54,35.75 Degrees C: 96.35 Degrees F:
2017-08-21 12:49:55,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:49:57,35.69 Degrees C: 96.24 Degrees F:
2017-08-21 12:49:59,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:50:01,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:50:02,35.63 Degrees C: 96.12 Degrees F:
2017-08-21 12:50:04,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:50:06,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:50:08,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:50:10,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:50:11,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:50:13,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:50:15,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:50:17,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:50:18,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:50:20,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:50:22,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:50:24,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:50:26,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:50:27,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:29,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:31,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:33,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:34,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:36,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:38,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:40,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:42,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:43,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:45,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:47,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:49,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:50,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:52,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:54,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:56,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:50:58,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:50:59,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:51:01,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:51:03,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:51:05,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:51:06,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:08,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:10,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:12,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:14,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:15,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:17,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:19,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:21,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:22,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:24,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:26,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:28,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:30,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:31,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:33,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:51:35,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:51:37,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:51:38,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:51:40,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:51:42,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:44,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:46,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:47,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:51:49,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:51:51,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:53,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:54,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:56,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:51:58,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:00,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:02,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:03,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:05,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:52:07,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:52:09,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:52:10,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:12,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:14,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:16,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:18,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:19,35.13 Degrees C: 95.22 Degrees F:
2017-08-21 12:52:21,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:23,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:25,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:26,35.19 Degrees C: 95.34 Degrees F:
2017-08-21 12:52:28,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:52:30,35.25 Degrees C: 95.45 Degrees F:
2017-08-21 12:52:32,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:34,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:35,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:52:37,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:52:39,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:52:41,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:52:42,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:52:44,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:52:46,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:52:48,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:52:50,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:52:51,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:52:53,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:52:55,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:52:57,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:52:58,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:00,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:02,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:04,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:06,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:07,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:09,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:11,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:13,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:14,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:16,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:18,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:53:20,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:22,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:23,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:25,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:27,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:53:29,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:53:30,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:53:32,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:53:34,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:36,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:38,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:39,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:41,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:43,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:45,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:46,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:48,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:50,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:52,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:54,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:55,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:57,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:53:59,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:01,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:02,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:04,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:06,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:08,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:10,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:11,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:13,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:15,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:17,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:18,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:20,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:22,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:24,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:26,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:27,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:29,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:31,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:33,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:34,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:36,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:38,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:40,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:42,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:54:43,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:45,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:47,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:54:49,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:54:50,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:54:52,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:54:54,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:54:56,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:54:58,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:54:59,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:01,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:03,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:05,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:06,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:08,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:10,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:12,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:14,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:15,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:17,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:19,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:21,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:22,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:24,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:26,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:28,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:55:30,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:31,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:33,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:35,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:37,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:38,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:40,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:42,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:44,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:46,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:47,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:49,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:51,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:53,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:54,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:56,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:55:58,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:00,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:02,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:03,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:05,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:07,35.56 Degrees C: 96.01 Degrees F:
2017-08-21 12:56:09,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:56:10,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:56:12,35.50 Degrees C: 95.90 Degrees F:
2017-08-21 12:56:14,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:56:16,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:56:18,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:56:19,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:56:21,35.44 Degrees C: 95.79 Degrees F:
2017-08-21 12:56:23,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:25,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:26,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:28,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:30,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:32,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:34,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:35,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:37,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:39,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:41,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:42,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:44,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:46,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:48,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:50,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:56:51,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:56:53,35.38 Degrees C: 95.68 Degrees F:
2017-08-21 12:56:55,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:56:57,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:56:58,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:00,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:02,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:04,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:05,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:07,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:09,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:11,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:13,35.31 Degrees C: 95.56 Degrees F:
2017-08-21 12:57:14,35.31 Degrees C: 95.56 Degrees F:
